id,hcp_id,hcf_id,agent_type,charge,created_at,shift_start,shift_type,is_cancelled,is_verified
5f30911834902e001637d138,5bb684553e5353000430e587,5f2df9b9dfb6250016bdff3c,CNA,35,08/10,08/10,custom,FALSE,TRUE
5f3764647ec92000166d270f,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/15,08/15,pm,FALSE,TRUE
5f3764887ec92000166d2715,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/15,08/16,pm,FALSE,TRUE
5f3818576453dc0016b2dd7c,5bb684553e5353000430e587,5f0dd8622970920017ea19fe,CNA,30,08/15,08/17,pm,TRUE,FALSE
5f3883512e355a00164bc207,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/16,08/18,pm,FALSE,TRUE
5f38836f2db6d00016d6f848,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/16,08/20,pm,FALSE,TRUE
5f3aadafc641af0016e4a4de,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/17,08/19,pm,FALSE,TRUE
5f3abf67f76e09001623cbc9,5bb684553e5353000430e587,5bb380e8945fd200046cad4c,CNA,24,08/17,08/31,pm,FALSE,TRUE
5f3c39191cda500016c42503,5bb684553e5353000430e587,5d3f2859dde4300016924963,CNA,27,08/18,09/25,noc,FALSE,FALSE
5f3c392a71185a00166dc3f5,5bb684553e5353000430e587,5d3f2859dde4300016924963,CNA,27,08/18,10/01,noc,FALSE,FALSE
5f3f0d3199acd00016d2a723,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/20,08/21,pm,FALSE,TRUE
5f3f0d34ce2e6a00166c4147,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/20,08/22,pm,FALSE,TRUE
5f483b08c0b6bd001607e28f,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/27,08/22,custom,TRUE,FALSE
5f483b89f46eec0016416a43,5bb684553e5353000430e587,5f305015f8d05400161fa931,CNA,35,08/27,08/22,custom,FALSE,TRUE
5f4d8f8a4e32070016d09b3e,5bb684553e5353000430e587,5bb380e8945fd200046cad4c,CNA,24,09/01,09/07,pm,FALSE,TRUE
5f4ed8118981250016578b70,5bb684553e5353000430e587,5bb380e8945fd200046cad4c,CNA,24,09/01,09/06,pm,FALSE,TRUE
5f501b9853d50f0016f26fa5,5bb684553e5353000430e587,5f1869b56145d4001773ec6a,CNA,35,09/02,09/03,am,FALSE,TRUE
5f5021427aa9340016687d8b,5bb684553e5353000430e587,5f1869b56145d4001773ec6a,CNA,35,09/02,09/04,am,FALSE,TRUE
5f514a49aeb9cb0016ef7d7a,5bb684553e5353000430e587,5d1f3f99339f36001533f5bb,CNA,33,09/03,09/19,noc,FALSE,TRUE
5f5164d3946d120016ef7fe8,5bb684553e5353000430e587,5f360eac17ad7e0016b977c3,CNA,33,09/03,09/13,noc,FALSE,TRUE
5f51652e946d120016ef8006,5bb684553e5353000430e587,5f360eac17ad7e0016b977c3,CNA,33,09/03,09/14,noc,FALSE,TRUE
5f516592946d120016ef8050,5bb684553e5353000430e587,5f360eac17ad7e0016b977c3,CNA,33,09/03,09/20,noc,FALSE,TRUE
5f571f56ad1d1d00164b546d,5bb684553e5353000430e587,5bb380e8945fd200046cad4c,CNA,26,09/08,09/08,noc,FALSE,TRUE
5f57a8966ed44c001613a2a5,5bb684553e5353000430e587,5bb380e8945fd200046cad4c,CNA,24,09/08,09/17,noc,TRUE,FALSE
5f614b29bbd51e001612c01b,5bb684553e5353000430e587,5f3b2d6cf76e09001623f54e,CNA,35,09/15,09/16,am,FALSE,TRUE
5f614b75c05b9b0016f51d11,5bb684553e5353000430e587,5f1869b56145d4001773ec6a,CNA,27,09/15,09/14,custom,FALSE,TRUE
5f6257b94f29de0016e93fdb,5bb684553e5353000430e587,5f3b2d6cf76e09001623f54e,CNA,100,09/16,09/16,custom,FALSE,TRUE
5f639fb94c6e0a0016758ebd,5bb684553e5353000430e587,5da66dd77f9f550016d77006,CNA,25,09/17,09/26,noc,TRUE,FALSE
5f63c48fe0c38e00167aa8d6,5bb684553e5353000430e587,5f63c06a4c6e0a0016759a7e,CNA,32,09/17,09/22,noc,FALSE,FALSE
5f319c2f6d32fe001613ad04,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,08/10,08/29,pm,FALSE,TRUE
5f342fcb934b8c001618c611,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,08/12,09/19,am,FALSE,TRUE
5f440fc2cf1042001602d9e9,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,29,08/24,08/24,pm,FALSE,TRUE
5f440fc6cf1042001602d9ed,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,30,08/24,08/25,noc,FALSE,TRUE
5f485a1ff46eec001641725d,5be4c820a3acae0004af0833,5df913b17106bf001602be38,CNA,31,08/28,08/30,pm,FALSE,TRUE
5f4d8f2ed621a000165c8219,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/01,09/05,am,FALSE,TRUE
5f4d8f6dd621a000165c8246,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/01,09/05,pm,FALSE,TRUE
5f4d8f7f4e32070016d09b33,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/01,09/06,am,FALSE,TRUE
5f4d8f82d621a000165c8262,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/01,09/06,pm,FALSE,TRUE
5f4ed379898125001657895c,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,42,09/01,09/07,am,FALSE,TRUE
5f505c607aa9340016688b4f,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,30,09/03,09/09,noc,FALSE,TRUE
5f580a656ed44c001613cb54,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/08,09/12,pm,FALSE,TRUE
5f580a8f5684fc001618d04d,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/08,09/13,am,FALSE,TRUE
5f580b845684fc001618d0eb,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/08,09/21,noc,FALSE,TRUE
5f580b9f5684fc001618d105,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,30,09/08,09/22,noc,FALSE,FALSE
5f63e2444c6e0a001675a569,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/17,09/26,am,FALSE,FALSE
5f63e26a4c6e0a001675a581,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/17,09/27,am,FALSE,FALSE
5f63e270e0c38e00167ab2d1,5be4c820a3acae0004af0833,5cb9f07135163900163f532c,CNA,31,09/17,09/27,pm,FALSE,FALSE
5f0ca0f8ee17350017b31907,5bebb6bf19a24e000424b1a0,5e1ce78827ff480016e9133e,LVN,38,07/13,07/17,am,FALSE,TRUE
5f18aab63d5e0b00174985b9,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,47,07/22,07/25,am,FALSE,TRUE
5f28a2432e013300168bcb2f,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,79.5,08/03,08/15,custom,FALSE,TRUE
5f2c7f07108bee0016f4cd93,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,53,08/06,08/15,am,FALSE,TRUE
5f35d819e59a3e0016f37b5a,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/14,08/25,am,FALSE,TRUE
5f44451514eabb0016314307,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/24,09/08,am,FALSE,TRUE
5f44451914eabb001631430d,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/24,09/15,am,TRUE,FALSE
5f44451f14eabb0016314313,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/24,09/22,am,FALSE,FALSE
5f444582cf10420016030599,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/24,09/29,am,TRUE,FALSE
5f44458e14eabb001631435a,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/24,09/11,am,FALSE,TRUE
5f4446c0cf10420016030762,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/24,09/18,am,TRUE,FALSE
5f44472514eabb00163143f4,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/24,09/25,am,FALSE,FALSE
5f44472f14eabb00163143f9,5bebb6bf19a24e000424b1a0,5ebb1786087804001750a4d8,LVN,42,08/24,10/02,am,FALSE,FALSE
5f46f717c0b6bd001607a0f4,5bebb6bf19a24e000424b1a0,5df913b17106bf001602be38,LVN,50,08/26,09/02,custom,TRUE,FALSE
5f46f72cc0b6bd001607a102,5bebb6bf19a24e000424b1a0,5df913b17106bf001602be38,LVN,80.65,08/26,09/07,custom,FALSE,TRUE
5f46f7491df11f0016df81ae,5bebb6bf19a24e000424b1a0,5df913b17106bf001602be38,LVN,50,08/26,09/15,custom,FALSE,TRUE
5f46f763c0b6bd001607a10c,5bebb6bf19a24e000424b1a0,5df913b17106bf001602be38,LVN,55,08/26,09/26,custom,TRUE,FALSE
5f473b1e1df11f0016df90ca,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,53,08/27,09/26,am,FALSE,FALSE
5f473b20c0b6bd001607aaa2,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,79.5,08/27,09/26,custom,FALSE,FALSE
5f4d2bf2d621a000165c4fce,5bebb6bf19a24e000424b1a0,5e8f18c7c2980b00164326a9,LVN,40,08/31,09/06,am,FALSE,TRUE
5f4db5dd0ac12c0016bc0761,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,48,09/01,09/16,custom,FALSE,TRUE
5f50185453d50f0016f26e71,5bebb6bf19a24e000424b1a0,5df913b17106bf001602be38,LVN,50,09/02,09/18,custom,TRUE,FALSE
5f5020b753d50f0016f27132,5bebb6bf19a24e000424b1a0,5c0af282edde0b0004102048,LVN,44,09/02,09/14,custom,FALSE,TRUE
5f594be499d71b00161c3e68,5bebb6bf19a24e000424b1a0,5df913b17106bf001602be38,LVN,50,09/09,09/29,am,TRUE,FALSE
5f594bfabec4a800166418cc,5bebb6bf19a24e000424b1a0,5df913b17106bf001602be38,LVN,75,09/09,09/29,custom,TRUE,FALSE
5f5bcacbc8d82f0016e5f304,5bebb6bf19a24e000424b1a0,5e8f18c7c2980b00164326a9,LVN,40,09/11,09/28,am,FALSE,FALSE
5f5bcb4f2f95160016b724cb,5bebb6bf19a24e000424b1a0,5e8f18c7c2980b00164326a9,LVN,40,09/11,10/03,am,TRUE,FALSE
5f5bcb522f95160016b724d3,5bebb6bf19a24e000424b1a0,5e8f18c7c2980b00164326a9,LVN,40,09/11,10/04,am,TRUE,FALSE
5f627ddd4f29de0016e94a4a,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,50,09/16,09/18,custom,TRUE,FALSE
5f627edea204690016c9e601,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,48,09/16,09/29,custom,TRUE,FALSE
5f6286ca4f29de0016e94c07,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,48,09/16,10/03,custom,TRUE,FALSE
5f63b4f64c6e0a0016759770,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,72,09/17,09/29,custom,FALSE,FALSE
5f63b4f94c6e0a0016759772,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,48,09/17,09/29,am,FALSE,FALSE
5f63b4fde0c38e00167aa4ea,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,53,09/17,10/03,am,FALSE,FALSE
5f63b5004c6e0a0016759775,5bebb6bf19a24e000424b1a0,5eebe1ec00957c0017a41c49,LVN,79.5,09/17,10/03,custom,FALSE,FALSE
5f1a04268d8ffa00177fdde2,5befa1dc4665f80004b96dda,5ebb1786087804001750a4d8,LVN,47,07/23,08/23,am,TRUE,FALSE
5f1885206145d4001773f076,5c199db2b3764200043df40f,5e2119950d2c4000166d3995,LVN,44,07/22,07/23,noc,FALSE,TRUE
5f1d19616c62d60017a7bc9b,5c199db2b3764200043df40f,5d446a8d8fbe1800166d8312,LVN,49,07/26,08/12,noc,FALSE,TRUE
5f29f6f2a942b300164ed22f,5c199db2b3764200043df40f,5d446a8d8fbe1800166d8312,LVN,51,08/05,08/05,noc,FALSE,TRUE
5f2c7c56108bee0016f4cc68,5c199db2b3764200043df40f,5f04de7b68380400171fd345,LVN,65,08/06,08/12,noc,FALSE,TRUE
5f2c7efdeec797001661272d,5c199db2b3764200043df40f,5eebe1ec00957c0017a41c49,LVN,51,08/06,08/13,noc,FALSE,TRUE
5f4581505b9cad0016cd769f,5c199db2b3764200043df40f,5f457bca7561c300165896f8,LVN,60,08/25,08/26,noc,FALSE,TRUE
5f458bad5b9cad0016cd7b94,5c3419a5e892fd000445ecdf,5b70ed73e318270014cd6bee,CNA,24,08/25,09/20,pm,FALSE,FALSE
5f6541e0fbbc2c00164a8205,5c3419a5e892fd000445ecdf,5b70ed73e318270014cd6bee,CNA,24,09/18,09/20,am,FALSE,TRUE
5f23e5f4134e7400169e9126,5c5df91016395e0016a28355,5d446a8d8fbe1800166d8312,CNA,28.75,07/31,08/09,noc,FALSE,TRUE
5f07b1a8bc764f00179d3a93,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/10,07/11,custom,TRUE,FALSE
5f0954277685200017c856bb,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,26,07/11,07/11,custom,FALSE,TRUE
5f1539cdbcdf2500176e7a7e,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/20,07/19,pm,FALSE,TRUE
5f188a40ce18220017ba378d,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/22,08/02,am,FALSE,TRUE
5f188a653d5e0b0017497de0,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/22,08/23,am,FALSE,TRUE
5f188a91ce18220017ba37b3,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/22,09/05,am,FALSE,TRUE
5f1a0cd2bf8caa00179461bd,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/23,08/02,pm,FALSE,TRUE
5f1a49508d8ffa00177fe3ed,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/24,07/23,pm,FALSE,TRUE
5f1b6e34dde95d00179d599d,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/24,08/23,pm,FALSE,TRUE
5f1b6eabdde95d00179d59ce,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/24,08/04,am,FALSE,TRUE
5f20a75f3c208100167d0d0d,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/28,08/06,am,FALSE,TRUE
5f20a76cdee0db001683a89d,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/28,08/06,pm,FALSE,TRUE
5f20aca13c208100167d1037,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/28,08/18,pm,FALSE,TRUE
5f20acef3c208100167d1077,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/28,08/19,pm,FALSE,TRUE
5f20ad81dee0db001683acdb,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/28,08/20,pm,FALSE,TRUE
5f20ad95dee0db001683ace6,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/28,08/20,noc,TRUE,FALSE
5f20ad9ddee0db001683aced,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,07/28,08/21,noc,TRUE,TRUE
5f29f3bca942b300164ed168,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/04,09/02,pm,FALSE,TRUE
5f29f3bfa942b300164ed16c,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/04,09/02,pm,TRUE,TRUE
5f29f3cda942b300164ed17e,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/04,09/03,pm,FALSE,TRUE
5f29f3d48dd9710016add5c3,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/04,09/04,noc,FALSE,TRUE
5f3d5692cb28700016dff008,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/19,08/26,custom,FALSE,TRUE
5f3d56a1cb28700016dff010,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/19,08/27,custom,FALSE,TRUE
5f3d56b1cb28700016dff01a,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/19,08/28,custom,FALSE,TRUE
5f458a965b9cad0016cd7aed,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/25,09/08,pm,FALSE,TRUE
5f458b9d5b9cad0016cd7b88,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/25,09/19,custom,FALSE,TRUE
5f458ba85b9cad0016cd7b8c,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/25,09/20,am,FALSE,TRUE
5f458bab7561c30016589e6c,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/25,09/20,pm,FALSE,FALSE
5f458d487561c30016589f47,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/25,09/27,pm,FALSE,FALSE
5f46d9bd1df11f0016df748c,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,09/10,custom,FALSE,TRUE
5f46d9c01df11f0016df7492,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,09/11,custom,FALSE,TRUE
5f46da3c79322d0016931d1d,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,09/16,custom,FALSE,TRUE
5f46da4979322d0016931d2e,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,09/17,custom,FALSE,TRUE
5f46da5879322d0016931d3a,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,09/18,custom,FALSE,TRUE
5f46da8b1df11f0016df7530,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,09/22,custom,FALSE,TRUE
5f46da9a79322d0016931d6b,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,09/23,custom,FALSE,FALSE
5f46dafc1df11f0016df7581,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,09/30,custom,FALSE,FALSE
5f46db0d1df11f0016df758c,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/26,10/01,custom,FALSE,FALSE
5f4997b56db91f0016a88015,5c66ed1aaa68330016b5f6b6,5b70ed73e318270014cd6bee,CNA,24,08/28,08/21,noc,FALSE,TRUE
5f03bd3443d2fd0017edfca5,5c882dd984e2b900160efd63,5be0b0d2ba64030004d2117c,CNA,29,07/07,07/07,pm,FALSE,TRUE
5f08ea197685200017c8452a,5c882dd984e2b900160efd63,5bb27e8cc5dc8a00042e9ef9,CNA,24,07/10,07/13,noc,FALSE,TRUE
5f235492bce5650016d3102a,5c882dd984e2b900160efd63,5be0b0d2ba64030004d2117c,CNA,35,07/30,08/02,noc,FALSE,TRUE
5f246963134e7400169ea88a,5c882dd984e2b900160efd63,5e3b1adad2123d00162e7a56,CNA,31,07/31,08/29,pm,FALSE,TRUE
5f246971821c460016b8731f,5c882dd984e2b900160efd63,5e3b1adad2123d00162e7a56,CNA,31,07/31,08/30,pm,FALSE,TRUE
5f2737d578a1980016efd59d,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/02,08/03,custom,FALSE,TRUE
5f2737e517719c0016040d5f,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/02,08/05,am,FALSE,TRUE
5f2737e778a1980016efd5a2,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/02,08/07,am,FALSE,TRUE
5f2dd4dfdfb6250016bdf714,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/07,08/10,am,FALSE,TRUE
5f2dd4e2dfb6250016bdf717,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/07,08/12,am,FALSE,TRUE
5f2dd4e3e1bcf700161e15fc,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/07,08/14,am,FALSE,TRUE
5f36a904d947580016fa277e,5c882dd984e2b900160efd63,5f360eac17ad7e0016b977c3,CNA,35,08/14,08/15,noc,FALSE,TRUE
5f36a9837ec92000166cef38,5c882dd984e2b900160efd63,5f360eac17ad7e0016b977c3,CNA,29,08/14,08/20,pm,FALSE,TRUE
5f37158c7ec92000166d1d46,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/14,08/15,custom,FALSE,TRUE
5f381c792e355a00164baab3,5c882dd984e2b900160efd63,5e3b1adad2123d00162e7a56,CNA,31,08/15,08/16,custom,FALSE,TRUE
5f381c7c2e355a00164baab6,5c882dd984e2b900160efd63,5e3b1adad2123d00162e7a56,CNA,31,08/15,08/17,custom,FALSE,TRUE
5f3aaa43f825b10016d59734,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/17,08/17,am,FALSE,TRUE
5f3aaa50c641af0016e4a3a5,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/17,08/19,am,FALSE,TRUE
5f3aaa6bc641af0016e4a3bd,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/17,08/21,am,FALSE,TRUE
5f431f03e795bc00169c71a1,5c882dd984e2b900160efd63,5f24d46f821c460016b88acb,CNA,35,08/24,08/24,am,FALSE,TRUE
